Frequency,M,Station,On,Off,Language,Site,TX_Country,Days,Target,Notes,Pwr,Azi,Org_Country,Source,Date
17580000,AM,IBB,1600,1630,English,Greenville NC,USA,......s,"28,29",,250,45 ,USA,HFCC,
17580000,AM,VOA,1600,1630,English,Greenville NC,USA,......s,Eu ,g,,,USA,EiBi,
17580000,AM,VOA Radiogram,1600,1630,English,Greenville NC,USA,......s,,VOA/IBB b15,250,45,,Aoki,
17580000,AM,V. of Khaatumo,1700,1730,0,Issoudun,France,.mtwtf.,48E,,150,120,0,MBR,
17580000,AM,Voice of Khaatumo,1700,1730,Somali,Issoudun,France,.mtwtf.,,VOK/MBR b15,250,120,,Aoki,
17585000,AM,R.Japan,500,800,Japanese,Yamata,Japan,smtwtfs,"49,50,54",,300,240,Japan,HFCC,
17585000,AM,NHK R. Japan,800,900,Japanese,Yamata,Japan,smtwtfs,SEA,y,,,Japan,EiBi,
17585000,AM,R.Japan,800,858,Japanese,Ibaragi-Koga-Yamata,Japan,smtwtfs,,NHK b15,300,235,,Aoki,
17585000,AM,R.Japan,800,900,Japanese,Yamata,Japan,smtwtfs,"49,50,54",,300,235,Japan,HFCC,
17585000,0,R.Japan,800,900,Japanese,Yamata,Japan,smtwtfs,SEA,0,0,0,Japan,NHK,
17585000,AM,BSKSA,900,1200,Indonesian,Riyadh,Saudi Arabia,smtwtfs,54,ARS,500,100,Saudi Arabia,HFCC,
17585000,AM,CNR1 Jammer,1400,1500,Mandarin,,China,smtwtfs,FE,,,,China,EiBi,
17585000,AM,IBB,1400,1500,Tibetan,Biblis,Germany,smtwtfs,"42,43W",,100,85 ,USA,HFCC,
17585000,AM,VOA,1400,1500,Tibetan,Biblis,Germany,smtwtfs,FE ,/D-b,,,USA,EiBi,
17585000,AM,VOA,1400,1500,Tibetan,Biblis,Germany,smtwtfs,,VOA/IBB b15,100,85,,Aoki,
17590000,AM,R.Sultan.of Oman,400,600,Arabic,Thumrayt,Oman,smtwtfs,"48,53",,100,220,Oman,HFCC,
17590000,AM,Vatican R.,930,1050,Russian,SM Galeria,Vatican City,s......,"19,29,30NW",Liturgy,250,44 ,Vatican,HFCC,
17590000,AM,Vatican R.,930,1050,Arabic,SM Galeria,Vatican City,s......,"29SE,38E,39,40W",Liturgy,250,98 ,Vatican,HFCC,
17590000,AM,Vatican R.,930,1050,Armenian,SM Galeria,Vatican City,s......,"29SE,39N,40W",Liturgy,250,72 ,Vatican,HFCC,
17590000,AM,Vatican R.,930,1050,Amharic,SM Galeria,Vatican City,s......,48,Liturgy,250,130,Vatican,HFCC,
17590000,AM,Vatican R.,930,1050,Amharic(Liturgy),SM Galeria,Vatican City,s......,,VAT b15,250,130,,Aoki,
17590000,AM,Vatican R.,930,1050,Arabic(Liturgy),SM Galeria,Vatican City,s......,,VAT b15,250,98,,Aoki,
17590000,AM,Vatican R.,930,1050,Armenian(Liturgy),SM Galeria,Vatican City,s......,,VAT b15,250,72,,Aoki,
17590000,AM,Vatican R.,930,1050,Russian(Liturgy),SM Galeria,Vatican City,s......,,VAT b15,250,44,,Aoki,
17590000,AM,Vatican Radio,930,1050,Oriental Liturgy,SM Galeria,Vatican City,s......,ME,,,,Vatican,EiBi,
17590000,AM,Vatican Radio,930,1100,Ge ez,SM Galeria,Vatican City,1st Su,EAf,,,,Vatican,EiBi,
17590000,AM,Vatican R.,1130,1200,English,SM Galeria,Vatican City,.....f.,"38E,39,40S",Liturgy,100,112,Vatican,HFCC,
17590000,AM,Vatican R.,1130,1200,English (Liturgy),SM Galeria,Vatican City,.....f.,,VAT b15,100,112,,Aoki,
17590000,AM,Vatican Radio,1130,1200,English,SM Galeria,Vatican City,.....f.,ME,,,,Vatican,EiBi,
17590000,AM,BSKSA,1200,1500,English,Jeddah,Saudi Arabia,smtwtfs,"46,48,47",FORIGN,250,255,Saudi Arabia,HFCC,
17590000,AM,Vatican R.,1300,1320,Italian,SM Galeria,Vatican City,smtwtfs,"38E,39,40S",News_It,100,112,Vatican,HFCC,
17590000,AM,Vatican R.,1300,1320,Italian,SM Galeria,Vatican City,smtwtfs,,VAT b15,100,112,,Aoki,
17590000,AM,Vatican Radio,1300,1320,Italian,SM Galeria,Vatican City,smtwtfs,ME,,,,Vatican,EiBi,
17595000,AM,CNR,100,1000,Chinese,Shijiazhuang,China,smtwtfs,"43SE,44SW",,100,217,China,HFCC,
17595000,AM,CNR 1,100,600,Mandarin,Shijiazhuang (Hebei),China,smtwtfs,CHN,s,,,China,EiBi,
17595000,AM,CNR 1,100,600,Chinese,Shijiazhuang 723,China,smtwtfs,,CNR1 b15,100,217,,Aoki,
17595000,AM,CNR 1,600,850,Mandarin,Shijiazhuang (Hebei),China,sm.wtfs,CHN,s,,,China,EiBi,
17595000,AM,CNR 1,600,900,Chinese,Shijiazhuang 723,China,sm.wtfs,,CNR1 b15,100,217,,Aoki,
17595000,AM,R.Sultan.of Oman,600,800,English,Thumrayt,Oman,smtwtfs,"48,53",,100,220,Oman,HFCC,
17595000,AM,CNR 1,850,1000,Mandarin,Shijiazhuang (Hebei),China,smtwtfs,CHN,s,,,China,EiBi,
17595000,AM,CNR 1,900,1000,Chinese,Shijiazhuang 723,China,smtwtfs,,CNR1=6125 b15,100,217,,Aoki,
17600000,AM,BSKSA,1000,1300,English,Jeddah,Saudi Arabia,smtwtfs,"48,47",ARS,250,230,Saudi Arabia,HFCC,
17600000,AM,R.Pakistan,1230,1300,Sinhala,Islamabad,Pakistan,smtwtfs,41,,100,147,Pakistan,HFCC,
17600000,AM,IBB,1300,1400,Somali,Pinheira,Sao Tome,smtwtfs,48,,100,76 ,USA,HFCC,
17600000,AM,R.Pakistan,1300,1330,Tamil,Islamabad,Pakistan,smtwtfs,41,,100,147,Pakistan,HFCC,
17600000,AM,VOA,1300,1400,Somali,Pinheira,Sao Tome,smtwtfs,EAf,/STP,,,USA,EiBi,
17605000,AM,CNR,130,1000,Chinese,Beijing,China,smtwtfs,"42W,43NW",,100,285,China,HFCC,
17605000,AM,CNR 1,130,600,Mandarin,Beijing,China,smtwtfs,CHN,b,,,China,EiBi,
17605000,AM,CNR 1,130,600,Chinese,Beijing 572,China,smtwtfs,,CNR1 b15,100,285,,Aoki,
17605000,AM,CNR 1,600,850,Mandarin,Beijing,China,sm.wtfs,CHN,b,,,China,EiBi,
17605000,AM,CNR 1,600,900,Chinese,Beijing 572,China,sm.wtfs,,CNR1 b15,100,285,,Aoki,
17605000,AM,CNR 1,850,1000,Mandarin,Beijing,China,smtwtfs,CHN,b,,,China,EiBi,
17605000,AM,CNR 1,900,1000,Chinese,Beijing 572,China,smtwtfs,,CNR1=11710 b15,100,285,,Aoki,
17605000,AM,AWR,1430,1500,Afar,Moosbrunn,Austria,smtwtfs,EAf,/AUT,,,USA,EiBi,
17605000,AM,AWR,1430,1500,Afar,Moosbrunn,Austria,smtwtfs,48,x106,300,145,USA,HFCC,
17605000,AM,AWR,1430,1500,Afar,Moosbrunn,Austria,smtwtfs,,AWR b15,300,145,,Aoki,
17605000,AM,Media Broadcast,1600,1700,Kinyarwanda,Issoudun,France,......s,"48SW,58NW",X.Rwand,100,144,Germany,HFCC,
17605000,AM,R.Inyabutatu,1700,1800,0,Issoudun,France,......s,"48SW,58NW",,100,144,0,MBR,
17605000,AM,Media Broadcast,1801,1900,Kinyarwanda,Talata Volonondry,Madagascar,......s,"48SW,58NW",X.Rwand,125,310,Germany,HFCC,
17610000,AM,Overcomer Min.,1900,2000,English,"Cypress Creek, SC",USA,.mtwtf.,WAf,c,,,USA,EiBi,
17610000,AM,WHRI,1900,2000,0,"Cypress Creek, SC",USA,smtwtfs,"46,47,52                      ",,250,85 ,0,FCC,
17610000,AM,WHRI,1900,2000,English,"Cypress Creek, SC",USA,smtwtfs,"46,47,52",,250,85 ,USA,HFCC,
17610000,AM,WHRI Bishop S. C. Johnson Program,1900,2000,English,Cypress Creek SC,USA,......s,,WHRI1 b15,250,85,,Aoki,
17610000,AM,WHRI Overcomer Min.,1900,2000,English,Cypress Creek SC,USA,.mtwtf.,,WHRI1 TOM b15,100,315,,Aoki,
17610000,AM,World Harvest R.,1900,2000,English,"Cypress Creek, SC",USA,s.....s,WAf,c,,,USA,EiBi,
17610000,AM,WHRI,2000,2100,0,"Cypress Creek, SC",USA,.mtwtfs,"46,47,52                      ",,250,85 ,0,FCC,
17610000,AM,WHRI,2000,2100,English,"Cypress Creek, SC",USA,.mtwtfs,"46,47,52",,250,85 ,USA,HFCC,
17610000,AM,WHRI ISeeking the Lost International,2000,2015,English,Cypress Creek SC,USA,......s,,WHRI1 b15,250,85,,Aoki,
17610000,AM,World Harvest R.,2000,2100,English,"Cypress Creek, SC",USA,smtwtfs,WAf,c,,,USA,EiBi,
17610000,AM,WHRI A Womans Special Touch,2015,2030,English,Cypress Creek SC,USA,......s,,WHRI1 b15,250,85,,Aoki,
17610000,AM,WHRI Beacon of Truth,2030,2100,English,Cypress Creek SC,USA,......s,,WHRI1 b15,250,85,,Aoki,
17615000,AM,V.Russia,200,400,Russian,Khabarovsk,Russ - As,smtwtfs,"43,44",,100,218,Russia,HFCC,
17615000,AM,V.Russia,400,600,Russian,Khabarovsk,Russ - As,smtwtfs,"43,44",,100,218,Russia,HFCC,
17615000,AM,China Radio Intl,600,757,German,Urumqi,China,smtwtfs,,CRI b15,500,308,,Aoki,
17615000,AM,China Radio Intl,600,800,German,Urumqi (Xinjiang),China,smtwtfs,WEu,u,,,China,EiBi,
17615000,AM,CRI,600,800,German,Urumqi,China,smtwtfs,28NW,,500,308,China,HFCC,
17615000,AM,R.Saudi,855,1157,Arabic,Riyadh,Saudi Arabia,smtwtfs,,BSKSA b15 Holy Qur`an,500,100,,Aoki,
17615000,AM,BSKSA,900,1200,Arabic,Jeddah,Saudi Arabia,smtwtfs,"41,49,50,54",ARS,250,110,Saudi Arabia,HFCC,
17615000,AM,BSKSA,900,1200,Arabic,Riyadh,Saudi Arabia,smtwtfs,"41,49,50,54",ARS,500,100,Saudi Arabia,HFCC,
17615000,AM,BSKSA Holy Quran,900,1200,Arabic,Riyadh,Saudi Arabia,smtwtfs,SAs,,,,Saudi Arabia,EiBi,
17615000,AM,R.Saudi,1250,1557,Arabic,Riyadh,Saudi Arabia,smtwtfs,,BSKSA b15 Holy Qur`an,500,190,,Aoki,
17615000,AM,BSKSA,1300,1600,Arabic,Riyadh,Saudi Arabia,smtwtfs,53,ARS,500,190,Saudi Arabia,HFCC,
17615000,AM,BSKSA Holy Quran,1300,1600,Arabic,Riyadh,Saudi Arabia,smtwtfs,EAf,,,,Saudi Arabia,EiBi,
17615000,AM,R.France Int,1600,1700,Hausa,Issoudun,France,smtwtfs,CAf,,,,France,EiBi,
17615000,AM,R.France Int,1600,1700,Hausa,Issoudun,France,smtwtfs,"46NE,46S,47N,47SW,52NW",,500,171,France,HFCC,
17615000,AM,R.France Int,1600,1700,Hausa,Issoudun,France,smtwtfs,,RFI b15,500,170,,Aoki,
17620000,AM,R.France Int,800,859,French,Issoudun,France,smtwtfs,WAf,,,,France,EiBi,
17620000,AM,R.France Int,800,859,French,Issoudun,France,smtwtfs,"37S,38W,46,47SW",D,500,185,France,HFCC,
17620000,AM,R.France Int,1200,1300,French,Issoudun,France,smtwtfs,WAf,,,,France,EiBi,
17620000,AM,R.France Int,1200,1300,French,Issoudun,France,smtwtfs,"37S,38W,46,47SW",,500,201,France,HFCC,
17620000,AM,R.France Int,1200,1300,French,Issoudun,France,smtwtfs,,RFI b15,500,185,,Aoki,
17620000,AM,R.France Int,1700,1800,French,Issoudun,France,smtwtfs,WAf,,,,France,EiBi,
17620000,AM,R.France Int,1700,1800,French,Issoudun,France,smtwtfs,"28SW,37E,38,46,47,48W,52N",B15-A,500,162,France,HFCC,
17620000,AM,R.France Int,1700,1800,French,Issoudun,France,smtwtfs,,RFI b15-Feb.27(21690),500,162,,Aoki,
17625000,AM,CNR,0,900,Chinese,Beijing,China,smtwtfs,44S,,100,163,China,HFCC,
17625000,AM,CNR 2,0,600,Chinese,Beijing 491,China,smtwtfs,,CNR2 b15,150,163,,Aoki,
17625000,AM,CNR 2 China Bus.R.,0,600,Mandarin,Beijing,China,smtwtfs,CHN,B,,,China,EiBi,
17625000,AM,CNR 2,600,900,Chinese,Beijing 491,China,smt.tfs,,CNR2=9515 b15,150,163,,Aoki,
17625000,AM,CNR 2 China Bus.R.,600,855,Mandarin,Beijing,China,smt.tfs,CHN,B,,,China,EiBi,
17625000,AM,R.Saudi,1155,1357,Arabic,Riyadh,Saudi Arabia,smtwtfs,,BSKSA b15 Holy Qur`an,500,100,,Aoki,
17625000,AM,BSKSA,1200,1400,Arabic,Riyadh,Saudi Arabia,smtwtfs,"41,49,50,54",ARS,500,100,Saudi Arabia,HFCC,
17625000,AM,BSKSA Holy Quran,1200,1400,Arabic,Riyadh,Saudi Arabia,smtwtfs,INS,,,,Saudi Arabia,EiBi,
17625000,AM,R.Cairo,1845,2000,Fulfulde,Abu Zaabal,Egypt,smtwtfs,WAf,z,,,Egypt,EiBi,
17625000,AM,R.Cairo,1845,2000,Fulah,Abu zaabal,Egypt,smtwtfs,46,,250,245,Egypt,HFCC,
17630000,AM,NBS of Thailand,1000,1100,Thai,"Ban Dung, Udon Thani Prov",Thailand,smtwtfs,"39,40",,250,300,Thailand,HFCC,
17630000,AM,R.Thailand,1000,1100,Thai,"Ban Dung, Udon Thani Prov.",Thailand,smtwtfs,ME ,u,,,Thailand,EiBi,
17630000,AM,R.Thailand,1000,1100,Thai,"Ban Dung, Udon Thani Prov",Thailand,smtwtfs,,NBT b15,250,305,,Aoki,
17630000,AM,China Radio Intl,1400,1500,English,Bamako,Mali,smtwtfs,Af ,/MLI,,,China,EiBi,
17630000,AM,China Radio Intl,1400,1500,English,Bamako II,Mali,smtwtfs,,CRI b15,100,85,,Aoki,
17630000,AM,CRI,1400,1500,English,Bamako,Mali,smtwtfs,46-48,,100,85 ,China,HFCC,
17630000,AM,China Radio Intl,1500,1600,English,Bamako,Mali,smtwtfs,Af ,/MLI,,,China,EiBi,
17630000,AM,China Radio Intl,1500,1600,English,Bamako II,Mali,smtwtfs,,CRI b15,100,85,,Aoki,
17630000,AM,CRI,1500,1600,English,Bamako,Mali,smtwtfs,46-48,,100,85 ,China,HFCC,
17630000,AM,Media Broadcast,1600,1630,Multiple,Issoudun,France,..t...s,"47E,48",A.318,500,130,Germany,HFCC,
17630000,AM,R.Huriyo Ogaden,1600,1630,0,Issoudun,France,..t...s,"47E,48",,500,130,0,MBR,
17630000,AM,R.Xoriyo Ogaden,1600,1630,Somali,Issoudun,France,..t...s,,OGM/MBR b15,500,130,,Aoki,
17630000,AM,Radio Xoriyo,1600,1630,Somali,Issoudun,France,..t...s,EAf,/F,,,Clandestine,EiBi,
17630000,AM,Media Broadcast,1700,1800,Multiple,Issoudun,France,s..w...,"38E,39S,48",X.336,100,125,Germany,HFCC,
17630000,AM,Sagalee Bilisummaa Oromoo,1700,1800,0,Nauen,Germany,s..w...,"38E,39S,48",,100,135,0,MBR,
17630000,AM,V.Oromo Lib.,1700,1730,Afar Oromo,Nauen,Germany,...w...,,SBO/MBR b15,250,135,,Aoki,
17630000,AM,V.Oromo Lib.,1700,1800,Afar Oromo,Issoudun,France,s......,,SBO/MBR b15,500,126,,Aoki,
17630000,AM,V.Oromo Lib.,1730,1800,Amharic,Nauen,Germany,...w...,,SBO/MBR b15,100,135,,Aoki,
17640000,AM,China Radio Intl,200,300,Russian,"Xian-Xianyang ""594""",China,smtwtfs,CAs,x,,,China,EiBi,
17640000,AM,China Radio Intl,200,300,Russian,Xian,China,smtwtfs,,CRI b15,500,292,,Aoki,
17640000,AM,CRI,200,300,Russian,Xian,China,smtwtfs,"29S,30S",,500,292,China,HFCC,
17640000,AM,China Radio Intl,300,400,Russian,"Xian-Xianyang ""594""",China,smtwtfs,CAs,x,,,China,EiBi,
17640000,AM,China Radio Intl,300,400,Russian,Xian,China,smtwtfs,,CRI b15,500,292,,Aoki,
17640000,AM,CRI,300,400,Russian,Xian,China,smtwtfs,"29S,30S",,500,292,China,HFCC,
17640000,AM,China Radio Intl,400,457,Russian,Xian,China,smtwtfs,,CRI b15,500,292,,Aoki,
17640000,AM,China Radio Intl,400,500,Russian,"Xian-Xianyang ""594""",China,smtwtfs,CAs,x,,,China,EiBi,
17640000,AM,CRI,400,500,Russian,Xian,China,smtwtfs,"29S,30S",,500,292,China,HFCC,
17640000,AM,BBC,430,500,French,Dhabayya,UAE - Dubai,smtwtfs,SAf,0,250,190,UK,BAB,
17640000,AM,BBC,430,500,French,Dhabbaya,UAE - Dubai,smtwtfs,MDG,/UAE,,,UK,EiBi,
17640000,AM,BBC,430,500,French,Dhabayya,UAE - Dubai,smtwtfs,53S,FRENA_S,250,190,UK,HFCC,
17640000,AM,BBC,430,500,French,Dhabayya,UAE - Dubai,smtwtfs,,BBC b15,250,190,,Aoki,
17640000,DRM,R.Romania,500,530,Mandarin,Tiganesti,Romania,smtwtfs,FE ,t,,,Romania,EiBi,
17640000,DRM,R.Romania Intl,500,527,Chinese(Digital),Tiganesti,Romania,smtwtfs,,ROR b15 Feb.12,90,67,,Aoki,
17640000,DRM,R.Romania Intl,500,530,Chinese,Tiganesti,Romania,smtwtfs,"43,44",,300,67 ,Romania,HFCC,
17640000,AM,NBS of Thailand,530,600,English,"Ban Dung, Udon Thani Prov",Thailand,smtwtfs,"18,27-28,37-38",,250,324,Thailand,HFCC,
17640000,AM,R.Thailand,530,600,English,"Ban Dung, Udon Thani Prov.",Thailand,smtwtfs,Eu ,u,,,Thailand,EiBi,
17640000,AM,R.Thailand,530,600,English,"Ban Dung, Udon Thani Prov",Thailand,smtwtfs,,NBT b15,250,308,,Aoki,
17640000,AM,BBC,600,800,English,Talata Volonondry,Madagascar,smtwtfs,EAf,0,250,315,UK,BAB,
17640000,AM,BBC,600,800,English,Talata Volonondry,Madagascar,smtwtfs,EAf,/MDG,,,UK,EiBi,
17640000,AM,BBC,600,800,English,Talata Volonondry,Madagascar,smtwtfs,"48SW,53NW",ENAFE_E,250,315,UK,HFCC,
17640000,AM,BBC,600,800,English,Talata-Volonondry,Madagascar,smtwtfs,,BBC b15,250,315,,Aoki,
17640000,AM,VOIRI,820,920,Swahili,Kamalabad,Iran,smtwtfs,EAf,k,,,Iran,EiBi,
17640000,AM,VoIRI,820,920,Swahili,Kamalabad,Iran,smtwtfs,"47,48,52,53",SWAHILI,500,206,Iran,HFCC,
17640000,AM,VoIRI,820,920,Swahili,Kamalabad,Iran,smtwtfs,,IRIB b15,500,206,,Aoki,
17640000,AM,R.Romania Int.,1000,1100,Romanian,Tiganesti,Romania,s......,NAf,t,,,Romania,EiBi,
17640000,AM,R.Romania Intl,1000,1057,"Romanian""Curierul romanesc""",Tiganesti,Romania,s......,,ROR b15,300,247,,Aoki,
17640000,AM,R.Romania Intl,1000,1100,Romanian,Tiganesti,Romania,......s,37,,300,247,Romania,HFCC,
17640000,AM,R.Romania Int.,1100,1200,French,Tiganesti,Romania,smtwtfs,NAf,t,,,Romania,EiBi,
17640000,AM,R.Romania Intl,1100,1157,French,Tiganesti,Romania,smtwtfs,,ROR b15,300,247,,Aoki,
17640000,AM,R.Romania Intl,1100,1200,French,Tiganesti,Romania,smtwtfs,37,,300,247,Romania,HFCC,
17640000,AM,BBC,1200,1230,French,Ascension,Ascension Is,smtwtfs,WAf,0,250,27,UK,BAB,
17640000,AM,BBC,1200,1230,French,Ascension,Ascension Is,.mtwtfs,WAf,/ASC,,,UK,EiBi,
17640000,AM,BBC,1200,1230,French,Woofferton,England,s......,WAf,w,,,UK,EiBi,
17640000,AM,BBC,1200,1230,French,Ascension,Ascension Is,smtwtfs,46,FRENA_W,250,27 ,UK,HFCC,
17640000,AM,BBC,1200,1230,French,Ascension,Ascension Is,smtwtfs,,BBC b15,250,27,,Aoki,
17640000,AM,BBC,1400,1430,Hausa,Dhabayya,UAE - Dubai,.mtwtf.,WAf,0,250,260,UK,BAB,
17640000,AM,BBC,1400,1430,Hausa,Dhabbaya,UAE - Dubai,.mtwtf.,WAf,/UAE,,,UK,EiBi,
17640000,AM,BBC,1400,1430,Hausa,Dhabayya,UAE - Dubai,.mtwtf.,46SE,HAUSA,250,260,UK,HFCC,
17640000,AM,BBC,1400,1430,Hausa,Dhabayya,UAE - Dubai,smtwtfs,,BBC b15,250,260,,Aoki,
17640000,AM,BBC,1600,1700,English,Ascension,Ascension Is,.....fs,SAf,0,250,114,UK,BAB,
17640000,AM,BBC,1600,1700,English,Ascension,Ascension Is,smtwt..,SAf,0,250,114,UK,BAB,
17640000,AM,BBC,1600,1700,English,Ascension,Ascension Is,smtwtfs,SAf,/ASC,,,UK,EiBi,
17640000,AM,BBC,1600,1700,English,Ascension,Ascension Is,smtwt..,"52SE,53SW,57N",ENAFE_S,250,114,UK,HFCC,
17640000,AM,BBC,1600,1700,English,Ascension,Ascension Is,.....fs,"52SE,53SW,57N",ENAFE_S,250,114,UK,HFCC,
17640000,AM,BBC,1600,1700,English,Ascension,Ascension Is,smtwtfs,,BBC b15,250,114,,Aoki,
17650000,AM,AWR,0,30,Thai,Facpi Point,Guam,smtwtfs,SEA,/GUM-a,,,USA,EiBi,
17650000,AM,KSDA,0,30,0,Agat,Guam,smtwtfs,49E                           ,,100,270,0,FCC,
17650000,AM,KSDA,0,30,Thai,"Agat, Guam",Guam,smtwtfs,49E,x203,100,270,USA,HFCC,
17650000,AM,KSDA-AWR,0,30,Thai,Agat,Guam,smtwtfs,,AWR b15,100,270,,Aoki,
17650000,AM,AWR,100,130,Amoy,Facpi Point,Guam,smtwt..,FE ,/GUM-a,,,USA,EiBi,
17650000,AM,AWR,100,200,Mandarin,Facpi Point,Guam,.....fs,FE ,/GUM-a,,,USA,EiBi,
17650000,AM,KSDA,100,130,0,Agat,Guam,smtwt..,"43S,44S                       ",,100,300,0,FCC,
17650000,AM,KSDA,100,130,Min Nan Chinese,"Agat, Guam",Guam,smtwt..,"43S,44S",x219,100,300,USA,HFCC,
17650000,AM,KSDA,100,200,0,Agat,Guam,.....fs,"43S,44S                       ",,100,300,0,FCC,
17650000,AM,KSDA,100,200,Mandarin,"Agat, Guam",Guam,.....fs,"43S,44S",x219,100,300,USA,HFCC,
17650000,AM,KSDA-AWR,100,130,Amoy,Agat,Guam,smtwt..,,AWR b15,100,300,,Aoki,
17650000,AM,KSDA-AWR,100,200,Chinese,Agat,Guam,.....fs,,AWR b15,100,300,,Aoki,
17650000,AM,AWR,130,200,Cantonese,Facpi Point,Guam,smtwt..,FE ,/GUM-a,,,USA,EiBi,
17650000,AM,KSDA,130,200,0,Agat,Guam,smtwt..,"43S,44S                       ",,100,300,0,FCC,
17650000,AM,KSDA,130,200,Yue Chinese,"Agat, Guam",Guam,smtwt..,"43S,44S",x219,100,300,USA,HFCC,
17650000,AM,KSDA-AWR,130,200,Cantonese,Agat,Guam,smtwt..,,AWR b15,100,300,,Aoki,
17650000,AM,China Radio Intl,600,700,Mandarin,Kashi (Kashgar),China,smtwtfs,Eu ,ka,,,China,EiBi,
17650000,AM,China Radio Intl,600,700,Chinese,Kashi-Saibagh 2022,China,smtwtfs,,CRI b15,500,308,,Aoki,
17650000,AM,CRI,600,700,Chinese,Kashi,China,smtwtfs,27-29,,500,308,China,HFCC,
17650000,AM,China Radio Intl,700,800,Mandarin,Kashi (Kashgar),China,smtwtfs,Eu ,ka,,,China,EiBi,
17650000,AM,China Radio Intl,700,800,Chinese,Kashi-Saibagh 2022,China,smtwtfs,,CRI b15,500,308,,Aoki,
17650000,AM,CRI,700,800,Chinese,Kashi,China,smtwtfs,27-29,,500,308,China,HFCC,
17650000,AM,China Radio Intl,800,900,Mandarin,Kashi (Kashgar),China,smtwtfs,Eu ,ka,,,China,EiBi,
17650000,AM,China Radio Intl,800,900,Chinese,Kashi-Saibagh 2022,China,smtwtfs,,CRI b15,500,308,,Aoki,
17650000,AM,CRI,800,900,Chinese,Kashi,China,smtwtfs,27-29,,500,308,China,HFCC,
17650000,AM,China Radio Intl,900,1000,English,Kashi (Kashgar),China,smtwtfs,Eu ,ka,,,China,EiBi,
17650000,AM,China Radio Intl,900,1000,English,Kashi-Saibagh 2022,China,smtwtfs,,CRI b15,500,308,,Aoki,
17650000,AM,CRI,900,1000,English,Kashi,China,smtwtfs,27-29,,500,308,China,HFCC,
17650000,AM,China Radio Intl,1000,1100,Mandarin,Kashi (Kashgar),China,smtwtfs,Eu ,ka,,,China,EiBi,
17650000,AM,China Radio Intl,1000,1300,Chinese,Kashi-Saibagh 2022,China,smtwtfs,,CRI b15,500,308,,Aoki,
17650000,AM,CRI,1000,1100,Chinese,Kashi,China,smtwtfs,27-29,,500,308,China,HFCC,
17650000,AM,China Radio Intl,1100,1200,Mandarin,Kashi (Kashgar),China,smtwtfs,Eu ,ka,,,China,EiBi,
17650000,AM,CRI,1100,1200,Chinese,Kashi,China,smtwtfs,27-29,,500,308,China,HFCC,
17650000,AM,China Radio Intl,1200,1300,Mandarin,Kashi (Kashgar),China,smtwtfs,Eu ,ka,,,China,EiBi,
17650000,AM,CRI,1200,1300,Chinese,Kashi,China,smtwtfs,27-29,,500,308,China,HFCC,
17650000,AM,China Radio Intl,1300,1400,French,Kashi (Kashgar),China,smtwtfs,SEu,ka,,,China,EiBi,
17650000,AM,China Radio Intl,1300,1400,French,Kashi-Saibagh 2022,China,smtwtfs,,CRI b15,500,308,,Aoki,
17650000,AM,CRI,1300,1400,French,Kashi,China,smtwtfs,27SE,,500,308,China,HFCC,
17650000,AM,AWR,1430,1500,Karen,Puttalam,Sri Lanka,smtwtfs,SEA,/CLN-t,,,USA,EiBi,
17650000,AM,AWR,1430,1500,Karen,Trincomalee,Sri Lanka,smtwtfs,49NW,x210,125,60 ,USA,HFCC,
17650000,AM,AWR,1430,1500,Karen,Trincomalee,Sri Lanka,smtwtfs,,AWR b15,125,60,,Aoki,
17650000,AM,BSKSA,1600,1800,Bambara,Riyadh,Saudi Arabia,smtwtfs,46-48,ARS,500,250,Saudi Arabia,HFCC,
17655000,AM,IBB,1630,1700,Portuguese,SM Galeria,Vatican City,.....f.,"52,53,57",,250,238,USA,HFCC,
17655000,AM,VOA,1630,1700,Portuguese,SM Galeria,Vatican City,.....f.,SAf,/CVA,,,USA,EiBi,
17655000,AM,VOA,1630,1700,Portuguese,SM Galeria,Vatican City,.....f.,,VOA/IBB b15,250,238,,Aoki,
17655000,AM,IBB,1700,1800,Portuguese,Greenville NC,USA,smtwtfs,"46-47,52,53E",,250,94 ,USA,HFCC,
17655000,AM,VOA,1700,1800,Portuguese,Greenville NC,USA,smtwtfs,WAf,g,,,USA,EiBi,
17655000,AM,VOA,1700,1800,Portuguese,Greenville NC,USA,smtwtfs,,VOA/IBB b15,250,94,,Aoki,
17655000,AM,IBB,1800,1830,Portuguese,Greenville NC,USA,.mtwtf.,"46-47,52,53E",,250,94 ,USA,HFCC,
17655000,AM,VOA,1800,1830,Portuguese,Greenville NC,USA,.mtwtf.,WAf,g,,,USA,EiBi,
17655000,AM,VOA,1800,1830,Portuguese,Greenville NC,USA,.mtwtf.,,VOA/IBB b15,250,94,,Aoki,
17660000,AM,Bangladesh Betar,0,200,Undetermined,Dhaka,Bangladesh,smtwtfs,"49,54",,250,135,Bangladesh,HFCC,
17660000,AM,VOIRI,620,720,Italian,Sirjan,Iran,smtwtfs,Eu ,s,,,Iran,EiBi,
17660000,AM,VoIRI,620,720,Italian,Sirjan,Iran,smtwtfs,28S,ITALIAN,500,300,Iran,HFCC,
17660000,AM,VoIRI,620,720,Italian,Sirjan,Iran,smtwtfs,,IRIB b15,500,300,,Aoki,
17660000,AM,CNR 8,900,1500,Korean,,China,smtwtfs,CHN,,,,China,EiBi,
